x|y|output1_output2_output_n 
17|69|65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_18_19_20_26_28_29_30_31_32_38_44_61
17|44|65_35_3_4_68_5_38_7_39_42_44_13_14_16_17_18_50_26_28_29
17|32|32_16_17_33_18_99_68_4_7_26_29
17|58|3_99_4_68_5_38_7_10_13_14_16_17_18_51_58_26_29_31
17|21|16_17_18_99_68_4_21_22_7_26_29
17|73|65_66_3_4_68_5_69_6_7_71_73_10_76_13_14_16_17_18_26_27_28_29_30_38_44_47_50_60_61
17|34|16_17_34_18_50_35_68_4_7_26_10_29
17|47|65_3_35_4_68_5_38_7_39_45_13_47_16_17_18_26_28_29_61
17|25|16_17_18_68_4_7_25_26_29
17|55|1_2_68_4_69_70_7_10_13_16_17_18_20_26_27_29_32_99_44_46_48_50_55_59_60_61
17|18|16_17_18_19_68_4_5_7_26_29
17|22|16_17_18_99_68_4_22_7_23_26_29
17|76|16_17_18_68_4_7_26_76_29
18|19|16_18_19_20_5_29
18|29|16_18_19_3_4_5_44_29_13_30_14
18|38|1_2_3_68_4_5_38_70_7_74_13_46_16_18_50_19_29_61
18|48|48_16_1_18_50_2_19_99_5_58_29_46
18|74|16_17_18_66_19_5_74_29
18|26|2_4_68_5_69_7_10_13_16_18_50_19_26_27_61_29
18|40|3_4_5_6_7_40_13_14_16_17_18_19_20_29
18|39|35_3_4_68_5_38_39_7_10_45_13_16_18_19_20_60_29_61
18|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_18_19_27_28_29_31_38_50_60_61
18|68|3_68_4_5_69_7_10_13_45_14_16_18_50_19_20_27_28_60_29_61_31
18|31|32_1_4_5_7_40_44_13_45_48_16_18_50_19_20_59_60_29_31
18|28|16_18_34_19_3_4_5_28_76_29_13_14
18|51|1_34_99_5_40_10_44_45_48_16_49_18_50_51_19_59_60_29_61
18|20|1_99_5_44_16_18_50_19_20_21_22_59_29
18|65|65_1_2_3_68_4_5_69_7_10_13_16_18_19_20_29_31_35_38_44_50_58_59_60_61
18|70|16_18_3_19_4_5_70_39_10_29_61_62
18|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_18_19_20_27_28_29_31_40_47_50_59_60_61
18|46|2_35_3_4_5_69_39_8_10_44_13_46_16_18_50_19_59_27_29_61
18|62|16_18_19_5_55_29_62
18|27|16_18_19_5_27_28_76_29
18|37|3_35_4_37_5_10_13_14_16_18_19_28_29_61
18|30|16_18_66_19_4_68_5_29_61_30_31
18|49|16_49_17_18_19_99_5_29_47
18|50|16_48_1_18_50_19_5_59_44_29
18|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_18_19_20_28_29_30_31_32_38_44_61
18|44|65_35_3_4_5_39_42_44_13_14_16_18_50_19_28_29
18|32|32_16_33_18_19_99_5_29
18|58|3_99_4_5_13_14_16_18_19_51_58_29_31
18|21|16_18_99_19_21_5_22_29
18|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_18_19_27_28_29_30_38_44_47_50_60_61
18|34|16_18_34_50_35_19_5_29
18|47|65_3_35_4_5_39_45_13_47_16_18_19_28_29_61
18|25|16_18_19_5_25_26_29
18|55|1_2_68_4_5_69_70_7_10_13_16_18_19_20_27_29_32_99_44_46_48_50_55_59_60_61
18|18|16_18_19_5_29
18|22|16_18_19_99_5_22_23_29
18|76|16_18_19_68_5_7_76_29
29|29|16_3_4_5_44_29_13_30_14
29|38|1_2_3_4_68_5_38_70_7_39_74_44_13_46_14_16_50_29_61_30_62
29|48|1_2_3_99_4_5_39_44_13_46_14_48_16_50_58_29_30_62
29|74|16_17_66_3_4_5_74_44_29_13_30_14
29|40|3_4_5_6_7_40_44_13_14_16_17_20_29_30
29|39|3_35_4_68_5_38_39_7_10_44_13_45_14_16_19_20_60_29_61_30_62
29|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_30_31_38_44_50_60_61
29|68|3_68_4_5_69_7_10_44_13_45_14_16_50_20_27_28_60_29_61_30_31
29|31|32_1_3_4_5_7_40_44_13_45_14_48_16_50_20_59_60_29_30_31
29|51|1_34_3_99_4_5_38_40_10_44_13_45_14_48_16_49_50_51_59_60_29_61_30_62
29|65|65_1_2_3_4_68_69_5_7_10_13_14_16_20_29_30_31_35_38_44_50_58_59_60_61
29|70|3_4_5_70_39_10_44_13_14_16_29_61_62_30
29|66|65_66_2_3_4_68_69_5_70_7_10_13_14_16_17_20_27_28_29_30_31_38_40_44_47_50_59_60_61_62
29|46|2_35_3_4_5_69_38_39_8_10_44_13_46_14_16_50_59_27_29_61_30_62
29|62|16_3_4_5_55_44_29_13_62_30_14
29|37|3_35_4_37_5_39_10_44_13_14_16_28_29_61_30
29|30|66_3_4_68_5_38_44_13_14_16_29_61_30_62_31
29|49|16_49_17_3_4_5_44_29_13_30_14_47
29|50|1_3_4_5_44_13_14_48_16_50_59_29_30
29|69|65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_38_44_61_62
29|44|65_35_3_4_5_39_42_44_13_14_16_50_28_29_30
29|32|32_33_3_99_4_5_39_10_44_13_14_16_29_30
29|58|3_99_4_5_44_13_14_16_51_58_29_30_31
29|73|65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_27_28_29_30_38_44_47_50_60_61_62
29|34|34_35_3_4_5_39_44_13_14_16_50_29_30
29|47|65_3_35_4_5_39_44_45_13_14_47_16_28_29_61_30
29|55|1_2_3_4_68_5_69_70_7_10_13_14_16_20_27_29_30_32_99_44_46_48_50_55_59_60_61
29|76|3_4_68_5_38_7_44_76_13_14_16_29_30_62
26|29|2_3_4_68_69_5_38_7_10_44_13_14_16_50_26_27_29_61_30_62
26|38|1_2_3_68_4_69_5_38_70_7_74_10_13_46_14_48_16_50_26_27_61_29
26|48|1_2_99_4_68_69_38_7_10_74_13_46_14_48_16_50_26_58_27_61_29
26|74|66_2_4_68_69_38_7_74_10_13_14_16_17_50_26_27_61_29
26|26|2_4_68_69_7_10_13_16_50_26_27_61_29
26|40|2_3_4_68_69_5_38_6_7_40_10_13_14_16_17_50_20_26_27_61_29
26|39|2_35_3_4_68_69_5_38_39_7_10_45_13_16_50_19_20_26_27_60_61_29
26|71|65_2_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_26_27_28_29_31_38_50_60_61
26|68|2_3_68_4_5_69_38_7_10_13_45_14_16_50_20_26_27_28_60_61_29_31
26|31|1_2_4_68_69_7_10_13_14_16_20_26_27_29_31_32_38_40_44_45_48_50_59_60_61
26|28|34_2_3_4_68_69_5_7_10_76_13_14_16_50_26_27_28_61_29
26|51|1_2_4_68_69_7_10_13_14_16_26_27_29_34_99_38_39_40_44_45_48_49_50_51_59_60_61
26|65|65_1_2_3_68_4_5_69_7_10_13_14_16_20_26_27_29_31_35_38_44_50_58_59_60_61
26|70|2_3_4_68_69_70_38_7_39_10_13_16_50_26_27_61_29_62
26|66|65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_26_27_28_29_31_38_40_47_50_59_60_61
26|46|2_35_3_4_68_69_5_38_7_39_8_10_44_13_46_14_16_50_26_27_59_61_29
26|62|2_4_68_69_38_7_10_13_14_16_50_55_26_27_61_29_62
26|27|2_4_68_69_7_10_76_13_16_50_26_27_28_61_29
26|37|2_3_35_4_68_37_5_69_38_7_10_13_14_16_50_26_27_28_61_29
26|30|66_2_4_68_69_7_10_13_16_50_26_27_61_29_30_31
26|49|2_99_4_68_69_38_7_10_13_14_47_16_49_17_50_26_27_61_29
26|50|1_2_4_68_69_38_7_39_10_44_13_14_48_16_50_26_27_59_61_29
26|69|65_2_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_26_27_28_29_30_31_32_38_44_50_61
26|44|65_2_35_3_4_68_69_5_38_7_39_42_10_44_13_14_46_16_50_26_27_28_61_29
26|32|32_33_2_99_4_68_69_7_10_13_16_50_26_27_61_29
26|58|2_3_99_4_68_69_5_38_7_10_13_14_16_50_51_26_58_27_61_29_31
26|73|65_66_2_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_26_27_28_29_30_38_44_47_50_60_61
26|34|34_2_35_4_68_69_38_7_10_13_16_50_26_27_61_29
26|47|65_2_3_35_4_68_5_69_38_7_39_10_13_45_14_47_16_50_26_27_28_61_29
26|55|1_2_4_68_69_70_7_10_74_13_16_20_26_27_29_32_99_38_44_46_48_50_55_59_60_61
26|76|2_68_4_69_7_10_76_13_16_50_26_27_61_29
28|29|16_34_3_4_5_44_28_76_29_13_30_14
28|38|1_2_34_3_4_68_5_38_70_39_7_74_76_13_14_46_16_50_28_29_61
28|48|1_34_2_3_99_4_5_39_76_13_46_14_48_50_58_28_29
28|74|66_34_3_4_5_74_76_13_14_16_17_28_29
28|40|34_3_4_5_6_7_40_76_13_14_16_17_20_28_29
28|39|34_35_3_4_68_5_38_39_7_10_76_45_13_14_16_19_20_28_60_29_61
28|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_34_38_50_60_61
28|68|34_3_68_4_5_69_7_10_76_13_45_14_16_50_20_27_28_60_29_61_31
28|31|32_1_34_3_4_5_7_40_76_44_13_45_14_48_16_50_20_59_28_60_29_31
28|28|34_3_4_5_28_76_29_13_14
28|51|1_34_3_99_4_5_40_10_44_76_45_13_14_48_49_50_51_59_28_60_29_61
28|65|65_1_2_3_68_4_5_69_7_10_76_13_14_16_20_28_29_31_34_35_38_44_50_58_59_60_61
28|70|34_3_4_5_70_39_10_76_13_14_28_29_61_62
28|66|65_66_2_3_68_4_69_5_70_7_10_76_13_14_16_17_20_27_28_29_31_34_40_47_50_59_60_61
28|46|2_34_35_3_4_5_69_39_8_10_44_76_13_46_14_50_59_27_28_29_61
28|62|16_34_3_4_5_55_28_76_29_13_62_14
28|37|34_3_35_4_37_5_10_76_13_14_28_29_61
28|30|66_34_3_4_68_5_76_13_14_16_28_29_61_30_31
28|49|34_3_4_5_76_13_14_47_16_49_17_28_29
28|50|1_34_3_4_5_44_76_13_14_48_50_59_28_29
28|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_34_38_44_61
28|44|65_34_35_3_4_5_39_42_44_76_13_14_16_50_28_29
28|32|32_33_34_3_99_4_5_39_10_76_13_14_28_29
28|58|34_3_99_4_5_76_13_14_16_51_58_28_29_31
28|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_34_38_44_47_50_60_61
28|34|34_35_3_4_5_39_76_13_14_16_50_28_29
28|47|65_34_3_35_4_5_39_76_45_13_14_47_28_29_61
28|55|1_2_3_4_68_5_69_70_7_10_76_13_14_16_20_27_28_29_32_34_99_44_46_48_50_55_59_60_61
28|76|16_34_3_68_4_5_7_28_76_29_13_14
20|29|1_99_3_4_5_39_44_13_14_16_50_20_21_22_59_29_30
20|38|1_2_3_99_68_4_5_38_70_7_39_74_44_13_46_16_50_20_21_22_23_59_29_61
20|48|48_1_50_2_99_20_21_22_58_59_44_46
20|74|1_66_99_74_44_16_17_50_20_21_22_59_29
20|26|1_2_99_4_68_69_38_7_10_44_13_14_16_50_20_21_22_26_27_59_61_29
20|40|1_99_3_4_5_6_7_40_44_13_14_16_17_50_20_21_22_59_29
20|39|1_35_3_99_4_68_5_38_39_7_10_44_45_13_16_50_19_20_21_22_59_60_29_61
20|71|65_1_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_20_21_22_27_28_29_31_99_38_39_44_50_59_60_61
20|68|1_3_68_4_5_69_7_10_13_14_16_20_21_22_27_28_29_31_99_38_39_44_45_50_59_60_61
20|31|32_1_99_4_7_40_44_13_45_48_16_50_20_21_22_59_60_29_31
20|28|1_34_99_3_4_5_44_76_13_14_50_20_21_22_59_28_29
20|51|1_34_99_38_40_10_44_45_48_49_50_51_20_21_22_59_60_61
20|20|1_50_99_20_21_22_59_44
20|65|65_1_2_3_68_4_69_5_7_10_13_16_20_21_22_29_31_99_35_38_44_50_58_59_60_61
20|70|1_99_3_4_70_39_10_44_50_20_21_22_59_61_62
20|66|65_1_66_2_3_68_4_5_69_70_7_10_13_14_16_17_20_21_22_27_28_29_31_99_38_39_40_44_47_50_59_60_61
20|46|1_2_99_35_3_4_5_69_38_39_8_10_44_13_46_50_20_21_22_59_27_29_61
20|62|16_1_50_99_20_21_22_55_59_44_29_62
20|27|1_99_44_76_16_50_20_21_22_27_59_28_29
20|37|1_3_99_35_4_37_5_10_44_13_14_50_20_21_22_59_28_29_61
20|30|1_66_99_68_4_44_16_50_20_21_22_59_61_29_30_31
20|49|1_99_44_47_16_49_17_50_20_21_22_59_29
20|50|48_1_50_99_20_21_22_23_59_44
20|69|65_1_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_21_22_28_29_30_31_32_99_38_39_44_50_59_61
20|44|65_1_99_3_35_4_5_39_42_44_13_14_16_50_20_21_22_59_28_29
20|32|32_33_1_50_99_20_21_22_59_44
20|58|1_99_3_4_5_39_44_13_14_16_50_51_20_21_22_58_59_29_31
20|21|1_50_99_20_21_22_59_44
20|73|65_1_66_3_4_68_5_69_6_7_71_73_10_76_13_14_16_17_20_21_22_27_28_29_30_99_38_39_44_47_50_59_60_61
20|34|16_1_34_50_35_99_20_21_22_59_44_29
20|47|65_1_3_99_35_4_5_39_44_45_13_47_50_20_21_22_59_28_29_61
20|25|16_1_50_99_20_21_22_25_26_59_44_29
20|55|1_2_68_4_69_70_7_10_13_16_20_21_22_23_27_29_32_99_38_44_46_48_50_55_59_60_61
20|22|1_50_99_20_21_22_23_59_44
20|76|1_99_68_38_7_76_44_16_50_20_21_22_59_29
27|29|16_3_4_5_27_44_28_76_29_13_30_14
27|38|1_2_3_68_4_5_38_70_7_74_76_13_46_16_50_27_28_29_61
27|48|48_16_1_50_2_99_58_27_28_76_29_46
27|74|16_17_66_74_27_28_76_29
27|40|3_4_5_6_7_40_76_13_14_16_17_20_27_28_29
27|39|35_3_4_68_5_38_39_7_10_76_45_13_16_19_20_27_60_28_29_61
27|71|65_66_3_68_4_5_69_70_38_71_7_10_76_13_14_16_17_50_27_28_60_29_61_31
27|68|3_68_4_5_69_7_10_76_13_45_14_16_50_20_27_28_60_29_61_31
27|31|32_1_4_7_40_76_44_13_45_48_16_50_20_27_59_28_60_29_31
27|28|16_34_3_4_5_27_28_76_29_13_14
27|51|1_34_99_40_10_76_44_45_16_48_49_50_51_27_59_28_60_29_61
27|65|65_1_2_3_68_4_5_69_7_10_76_13_16_20_27_28_29_31_35_38_44_50_58_59_60_61
27|70|16_3_4_70_39_10_27_28_76_29_61_62
27|66|65_66_2_3_68_4_69_5_70_7_10_76_13_14_16_17_20_27_28_29_31_40_47_50_59_60_61
27|46|2_35_3_4_5_69_39_8_10_44_76_13_46_16_50_59_27_28_29_61
27|62|16_55_27_28_76_29_62
27|27|16_27_28_76_29
27|37|3_35_4_37_5_10_76_13_14_16_27_28_29_61
27|30|16_66_4_68_27_28_76_29_61_30_31
27|49|16_49_17_27_28_76_29_47
27|50|48_16_1_50_27_59_28_44_76_29
27|69|65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_27_28_29_30_31_32_38_44_61
27|44|65_35_3_4_5_39_42_44_76_13_14_16_50_27_28_29
27|32|32_16_33_99_27_28_76_29
27|58|3_99_4_5_76_13_14_16_51_58_27_28_29_31
27|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_38_44_47_50_60_61
27|34|16_34_50_35_27_28_76_29
27|47|65_3_35_4_5_39_76_45_13_47_16_27_28_29_61
27|55|1_2_4_68_69_70_7_10_76_13_16_20_27_28_29_32_99_44_46_48_50_55_59_60_61
27|76|16_68_7_27_28_76_29
21|29|3_99_4_5_39_10_44_13_14_16_21_22_29_30
21|38|1_2_3_99_68_4_5_38_70_7_39_10_74_13_46_16_50_21_22_29_61
21|48|48_1_50_2_99_21_22_39_58_46
21|74|16_17_66_99_21_22_74_29
21|26|2_99_4_68_69_7_10_13_16_50_21_22_26_27_61_29
21|40|99_3_4_5_6_39_7_40_10_13_14_16_17_20_21_22_29
21|39|35_3_99_4_68_5_38_39_7_10_45_13_16_19_20_21_22_60_29_61
21|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_21_22_27_28_29_31_99_38_39_50_60_61
21|68|3_99_68_4_5_69_39_7_10_13_45_14_16_50_20_21_22_27_28_60_29_61_31
21|31|32_1_99_4_7_40_44_13_45_48_16_50_20_21_22_59_60_29_31
21|28|34_99_3_4_5_39_10_76_13_14_21_22_28_29
21|51|1_34_99_40_10_44_45_48_49_50_51_21_22_59_60_61
21|65|65_1_2_3_68_4_5_69_7_10_13_16_20_21_22_29_31_99_35_38_39_44_50_58_59_60_61
21|70|3_99_4_21_70_22_39_10_61_62
21|66|65_66_2_3_68_4_5_69_70_7_10_13_14_16_17_20_21_22_27_28_29_31_99_39_40_47_50_59_60_61
21|46|2_99_35_3_4_5_69_39_8_10_44_13_46_50_21_22_59_27_29_61
21|62|16_99_21_22_55_29_62
21|27|16_99_21_22_27_28_76_29
21|37|3_99_35_4_37_5_39_10_13_14_21_22_28_29_61
21|30|16_66_99_4_68_21_22_29_61_30_31
21|49|16_49_17_99_21_22_29_47
21|50|48_1_50_99_21_22_59_44
21|69|65_66_3_4_68_69_5_6_70_71_7_8_10_76_13_14_16_17_19_20_21_22_28_29_30_31_32_99_38_39_44_61
21|44|65_35_99_3_4_5_39_42_44_13_14_16_50_21_22_28_29
21|32|32_33_99_21_22
21|58|99_3_4_5_39_10_13_14_16_51_21_22_58_29_31
21|21|99_21_22
21|73|65_66_3_4_68_5_69_6_7_71_73_10_76_13_14_16_17_21_22_27_28_29_30_99_38_39_44_47_50_60_61
21|34|16_34_50_35_99_21_22_29
21|47|65_3_99_35_4_5_39_10_45_13_47_21_22_28_29_61
21|25|16_99_21_22_25_26_29
21|55|1_2_68_4_69_70_7_10_13_16_20_21_22_27_29_32_99_44_46_48_50_55_59_60_61
21|22|99_21_22_23
21|76|16_99_68_21_22_7_76_29
25|29|3_4_5_38_44_13_14_16_25_26_29_30_62
25|38|1_2_3_68_4_5_38_70_7_74_13_46_16_50_25_26_29_61
25|48|48_16_1_50_2_99_25_26_58_29_46
25|74|16_17_66_25_26_74_29
25|26|2_4_68_69_7_10_13_16_50_25_26_27_61_29
25|40|3_4_5_6_7_40_13_14_16_17_20_25_26_29
25|39|35_3_4_68_5_38_39_7_10_45_13_16_19_20_25_26_60_29_61
25|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_25_26_27_28_29_31_38_50_60_61
25|68|3_68_4_5_69_7_10_13_45_14_16_50_20_25_26_27_28_60_29_61_31
25|31|32_1_4_7_40_44_13_45_48_16_50_20_25_26_59_60_29_31
25|28|16_34_3_4_5_25_26_28_76_29_13_14
25|51|1_34_99_40_10_44_45_16_48_49_50_51_25_26_59_60_29_61
25|65|65_1_2_3_68_4_5_69_7_10_13_16_20_25_26_29_31_35_38_44_50_58_59_60_61
25|70|16_3_4_70_38_39_25_26_10_29_61_62
25|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_25_26_27_28_29_31_40_47_50_59_60_61
25|46|2_35_3_4_5_69_39_8_10_44_13_46_16_50_25_26_59_27_29_61
25|62|16_55_25_26_29_62
25|27|16_25_26_27_28_76_29
25|37|3_35_4_37_5_10_13_14_16_25_26_28_29_61
25|30|16_66_4_68_25_26_29_61_30_31
25|49|16_49_17_99_25_26_29_47
25|50|16_48_1_50_25_26_59_44_29
25|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_25_26_28_29_30_31_32_38_44_61
25|44|65_35_3_4_5_39_42_44_13_14_16_50_25_26_28_29
25|32|32_16_33_99_25_26_29
25|58|3_99_4_5_13_14_16_51_25_58_26_29_31
25|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_25_26_27_28_29_30_38_44_47_50_60_61
25|34|16_34_50_35_25_26_29
25|47|65_3_35_4_5_39_45_13_47_16_25_26_28_29_61
25|25|16_25_26_29
25|55|1_2_68_4_69_70_7_10_13_16_20_25_26_27_29_32_99_44_46_48_50_55_59_60_61
25|76|16_68_7_25_26_76_29
22|29|3_99_4_5_39_44_13_14_16_22_23_29_30_62
22|38|1_2_3_99_68_4_5_38_70_7_39_74_13_46_16_50_22_23_29_61
22|48|48_1_50_2_99_22_70_23_58_46
22|74|16_17_66_99_22_23_74_29
22|26|2_99_4_68_69_7_10_13_16_50_22_23_26_27_61_29
22|40|3_99_4_5_6_7_40_13_14_16_17_20_22_23_29
22|39|35_3_99_4_68_5_38_39_7_10_45_13_16_19_20_22_23_60_29_61
22|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_22_23_27_28_29_31_99_38_39_50_60_61
22|68|3_99_68_4_5_69_39_7_10_13_45_14_16_50_20_22_23_27_28_60_29_61_31
22|31|32_1_99_4_7_40_44_13_45_48_16_50_20_22_23_59_60_29_31
22|28|34_3_99_4_5_39_76_13_14_22_23_28_29
22|51|1_34_99_40_10_44_45_48_49_50_51_22_23_59_60_61
22|65|65_1_2_3_68_4_5_69_70_7_10_13_16_20_22_23_29_31_35_99_38_39_44_46_50_58_59_60_61
22|70|3_99_4_22_70_23_39_10_61_62
22|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_22_23_27_28_29_31_99_39_40_47_50_59_60_61
22|46|2_35_3_99_4_5_69_39_8_10_44_13_46_50_22_23_59_27_29_61
22|62|16_99_22_55_23_29_62
22|27|16_99_22_23_27_28_76_29
22|37|3_99_35_4_37_5_39_10_13_14_22_23_28_29_61
22|30|16_66_99_4_68_22_23_29_61_30_31
22|49|16_49_17_99_22_23_29_47
22|50|48_1_50_99_22_23_59_44
22|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_22_23_28_29_30_31_32_99_38_39_44_61
22|44|65_35_99_3_4_5_39_42_44_13_14_16_50_22_23_28_29
22|32|32_33_99_22_23
22|58|99_3_4_5_39_13_14_16_51_22_23_58_29_31
22|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_22_23_27_28_29_30_99_38_39_44_47_50_60_61
22|34|16_34_50_35_99_22_23_29
22|47|65_3_99_35_4_5_39_45_13_47_22_23_28_29_61
22|25|16_99_22_23_25_26_29
22|55|1_2_68_4_69_70_7_10_13_16_20_22_23_27_29_32_99_44_46_48_50_55_59_60_61
22|22|99_22_23
22|76|16_99_68_22_7_23_76_29
38|38|1_2_3_68_4_5_38_70_7_39_74_13_46_16_48_49_50_61_29
38|48|1_2_99_3_68_4_5_38_70_7_39_10_74_13_46_48_16_50_58_61_29
38|74|1_2_66_3_68_4_5_38_70_7_74_13_46_16_17_50_29_61
38|40|1_2_3_4_68_5_38_70_6_39_7_40_74_13_14_46_16_17_50_20_23_29_61
38|39|1_2_3_4_68_5_70_7_74_10_13_16_19_20_23_29_35_38_39_45_46_48_50_60_61
38|71|1_65_2_66_3_68_4_5_69_70_71_7_74_10_76_13_14_16_17_27_28_29_31_38_39_46_48_50_60_61
38|68|1_2_3_68_4_5_69_70_7_74_10_13_14_16_20_23_27_28_29_31_38_39_45_46_48_50_60_61
38|51|1_2_3_68_4_5_70_7_74_10_13_16_23_29_34_99_38_39_40_44_45_46_48_49_50_51_59_60_61
38|65|1_65_2_3_4_68_69_5_70_7_74_10_13_16_20_29_31_35_38_39_44_46_48_50_58_59_60_61
38|70|1_2_3_4_68_5_38_70_39_7_10_74_13_46_16_50_23_29_61_62
38|66|1_65_66_2_3_68_4_69_5_70_7_74_10_13_14_16_17_20_27_28_29_31_38_39_40_46_47_48_50_59_60_61
38|46|1_2_3_4_68_5_69_70_7_8_74_10_13_16_27_29_35_38_39_44_46_48_50_59_61
38|62|1_2_3_68_4_5_38_70_7_74_13_46_16_50_55_29_61_62
38|49|1_2_3_99_68_4_5_38_70_7_74_13_46_47_16_49_17_50_29_61
38|50|1_2_3_68_4_5_38_70_7_39_74_44_13_46_48_16_50_23_59_29_61
38|69|1_65_2_66_3_4_68_69_5_70_6_71_7_8_74_76_13_14_16_17_19_20_28_29_30_31_32_38_39_44_46_50_61
38|44|1_65_2_35_3_4_68_5_38_70_39_7_42_74_44_13_46_14_16_49_50_28_29_61
38|58|1_2_3_4_68_5_70_7_74_10_13_14_16_23_29_31_99_38_39_46_48_50_51_58_61
38|73|1_65_2_66_3_4_68_5_69_6_70_71_7_73_10_74_76_13_14_16_17_27_28_29_30_38_39_44_46_47_48_50_60_61
38|47|1_65_2_3_35_4_68_5_38_70_39_7_74_13_45_46_47_16_50_28_29_61
38|55|1_2_3_68_4_5_69_70_7_10_74_13_16_20_23_27_29_32_99_38_44_46_48_50_55_59_60_61
38|76|1_2_3_68_4_5_38_70_7_74_76_13_46_16_50_29_61
31|38|1_2_3_68_4_5_70_7_74_13_16_20_23_29_31_32_38_40_44_45_46_48_50_59_60_61
31|48|32_1_2_99_4_7_40_44_13_45_46_48_16_50_20_58_59_60_29_31
31|74|32_1_66_4_7_40_74_44_13_45_48_16_17_50_20_59_60_29_31
31|40|32_1_3_4_5_6_7_40_44_13_45_14_48_16_17_50_20_59_60_29_31
31|39|1_3_4_68_5_7_10_13_16_19_20_29_31_32_35_38_39_40_44_45_48_50_59_60_61
31|71|65_1_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_20_27_28_29_31_32_38_40_44_45_48_50_59_60_61
31|68|1_3_68_4_5_69_7_10_13_14_16_20_27_28_29_31_32_38_40_44_45_48_50_59_60_61
31|31|32_1_4_7_40_44_13_45_48_16_50_20_59_60_29_31
31|51|32_1_34_99_4_38_7_40_10_44_45_13_48_16_49_50_51_20_59_60_29_61_31
31|65|1_65_2_3_4_68_69_5_7_10_13_16_20_29_31_32_35_38_40_44_45_48_50_58_59_60_61
31|70|32_1_3_4_70_39_7_40_10_44_13_45_48_16_50_20_59_60_61_29_62_31
31|66|1_65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_27_28_29_31_32_38_40_44_45_47_48_50_59_60_61
31|46|1_2_3_4_5_69_7_8_10_13_16_20_27_29_31_32_35_38_39_40_44_45_46_48_50_59_60_61
31|62|32_1_4_7_40_44_13_45_48_16_50_20_55_59_60_29_62_31
31|37|32_1_3_35_4_37_5_7_40_10_44_13_45_14_48_16_50_20_59_28_60_29_61_31
31|49|32_1_99_4_7_40_44_13_45_47_48_16_49_17_50_20_59_60_29_31
31|50|32_1_4_7_40_44_13_45_48_16_50_20_23_59_60_29_31
31|69|1_65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_38_40_44_45_48_50_59_60_61
31|44|32_1_65_35_3_4_5_39_7_40_42_44_13_45_14_48_16_50_20_59_28_60_29_31
31|32|32_33_1_99_4_7_40_44_13_45_48_16_50_20_59_60_29_31
31|58|32_1_3_99_4_5_7_40_44_13_45_14_48_16_50_51_20_58_59_60_29_31
31|73|1_65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_20_27_28_29_30_31_32_38_40_44_45_47_48_50_59_60_61
31|34|32_1_34_35_4_7_40_44_13_45_48_16_50_20_59_60_29_31
31|47|32_1_65_3_35_4_5_39_7_40_44_45_13_47_48_16_50_20_59_28_60_29_61_31
31|55|1_2_4_68_69_70_7_10_13_16_20_23_27_29_31_32_99_38_40_44_45_46_48_50_55_59_60_61
31|76|32_1_68_4_38_7_40_76_44_13_45_48_16_50_20_59_60_29_31
37|38|1_2_3_35_4_68_37_5_38_70_39_7_10_74_13_14_46_16_48_50_28_29_61
37|48|1_2_3_99_35_4_37_5_38_39_10_74_13_46_14_48_50_21_22_58_28_29_61
